Force,Displacement,,,,,,,,,,,
0.0000951698530116118,0.00403756136074662,,,,,,,,,,,
0.0000971698536886834,0.00422346871346235,,,,,,,,,,,
0.0000991698543657549,0.00438161101192236,,,,,,,,,,,
0.0000994150759652257,0.00438866624608636,,,,,,,,,,,
0.0000984150756266899,0.00431456649675965,,,,,,,,,,,
0.0000974150752881542,0.00413363752886653,,,,,,,,,,,
0.0000964150749496184,0.0040035773999989,,,,,,,,,,,
0.0000954150746110827,0.00386696006171405,,,,,,,,,,,
0.0000944150742725469,0.00373375765047967,,,,,,,,,,,
0.0000934150739340112,0.00360047165304422,,,,,,,,,,,
0.0000924150735954754,0.00346713862381876,,,,,,,,,,,
0.0000914150732569396,0.0033337518107146,,,,,,,,,,,
0.0000904150729184039,0.00320030748844147,,,,,,,,,,,
0.0000894150725798681,0.00306680309586227,,,,,,,,,,,
0.0000884150722413324,0.00293323607183993,,,,,,,,,,,
0.0000874150719027966,0.0028112749569118,,,,,,,,,,,
0.0000864150715642609,0.0026900228112936,,,,,,,,,,,
0.0000854150712257251,0.00256855948828161,,,,,,,,,,,
0.0000844150708871894,0.00244718207977712,,,,,,,,,,,
0.0000834150705486536,0.00232574203982949,,,,,,,,,,,
0.0000824150702101178,0.00220425566658378,,,,,,,,,,,
0.0000814150698715821,0.00208272296003997,,,,,,,,,,,
0.0000804150768090039,0.00196114159189165,,,,,,,,,,,
0.0000794150764704682,0.00183950888458639,,,,,,,,,,,
0.0000784150761319324,0.00171782181132585,,,,,,,,,,,
0.0000774150757933967,0.00160754891112447,,,,,,,,,,,
0.0000764150754548609,0.00149815168697387,,,,,,,,,,,
0.0000754150751163252,0.00138868356589228,,,,,,,,,,,
0.0000744150747777894,0.00127927667926997,,,,,,,,,,,
0.0000734150744392537,0.00116981694009155,,,,,,,,,,,
0.0000724150741007179,0.00106031307950616,,,,,,,,,,,
0.0000714150737621821,0.000955038762185723,,,,,,,,,,,
0.0000704150734236464,0.000857892446219921,,,,,,,,,,,
0.0000694150730851106,0.000760544324293733,,,,,,,,,,,
0.0000684150727465749,0.000663260172586888,,,,,,,,,,,
0.0000674150724080391,0.000566415372304618,,,,,,,,,,,
0.0000664150720695034,0.000476802146295086,,,,,,,,,,,
0.0000654150717309676,0.000392032728996128,,,,,,,,,,,
0.0000644150713924319,0.000307192880427465,,,,,,,,,,,
0.0000634150710538961,0.000226920703426003,,,,,,,,,,,
0.0000624150707153603,0.000154677152750082,,,,,,,,,,,
0.0000614150703768246,0.0000886187262949534,,,,,,,,,,,
0.0000604150736762676,0.0000273008554358967,,,,,,,,,,,
